game_id,season,week,week_normalized,home_team_id,away_team_id,home_score,away_score,point_spread,total_points,home_win,neutral_site,conference_game,temperature,wind_speed,is_dome,home_points,home_total_yards,home_passing_yards,home_rushing_yards,home_passing_completions,home_passing_attempts,home_rushing_attempts,home_turnovers,home_fumbles_lost,home_interceptions_thrown,home_first_downs,home_third_down_conversions,home_third_down_attempts,home_fourth_down_conversions,home_fourth_down_attempts,home_penalties,home_penalty_yards,home_sacks,home_sack_yards,away_points,away_total_yards,away_passing_yards,away_rushing_yards,away_passing_completions,away_passing_attempts,away_rushing_attempts,away_turnovers,away_fumbles_lost,away_interceptions_thrown,away_first_downs,away_third_down_conversions,away_third_down_attempts,away_fourth_down_conversions,away_fourth_down_attempts,away_penalties,away_penalty_yards,away_sacks,away_sack_yards,home_hist_games_played,home_hist_ppg,home_hist_papg,home_hist_ypg,home_hist_turnover_pg,home_hist_win_pct,away_hist_games_played,away_hist_ppg,away_hist_papg,away_hist_ypg,away_hist_turnover_pg,away_hist_win_pct,odds_opening_spread,odds_current_spread,odds_closing_spread,odds_opening_total,odds_current_total,odds_closing_total,odds_opening_ml_home,odds_current_ml_home,odds_closing_ml_home,odds_opening_ml_away,odds_current_ml_away,odds_closing_ml_away,odds_spread_movement,odds_total_movement,home_drive_total_drives,home_drive_ppd,home_drive_ypd,home_drive_plays_per_drive,home_drive_seconds_per_drive,home_drive_scoring_pct,home_drive_redzone_pct,home_drive_three_and_out_pct,home_drive_explosive_drive_pct,home_drive_def_ppd,home_drive_def_ypd,home_drive_def_scoring_pct,home_drive_def_three_and_out_forced,away_drive_total_drives,away_drive_ppd,away_drive_ypd,away_drive_plays_per_drive,away_drive_seconds_per_drive,away_drive_scoring_pct,away_drive_redzone_pct,away_drive_three_and_out_pct,away_drive_explosive_drive_pct,away_drive_def_ppd,away_drive_def_ypd,away_drive_def_scoring_pct,away_drive_def_three_and_out_forced,ppg_differential,papg_differential,win_pct_differential,ppd_differential,scoring_pct_differential
401752735,2023,7,0.3888888888888889,2633,8,34,31,3,65,1,0,1,0,0,0.0,,485,221,264,,,40,0,0,0,22,2,9,0,0,10,78,,,,496,256,240,,,45,3,3,0,29,7,13,1,2,1,10,,,5,0,0,536.4,1.8,0.8,5,0,0,514.6,1.6,0.4,-10.318181818181818,0.0,-10.1,68.4090909090909,0.0,68.5,0,0,0,0,0,0,0.2181818181818187,0.0909090909090934,195,3.5846153846153848,41.49230769230769,6.046153846153846,124.63076923076925,0.5692307692307692,0,0.1384615384615384,0.7076923076923077,2.5428571428571427,26.88571428571429,0.4142857142857143,0.3142857142857143,171,3.3859649122807016,44.42105263157895,5.964912280701754,152.01754385964912,0.5087719298245614,0,0.2807017543859649,0.7368421052631579,2.649122807017544,37.3859649122807,0.4035087719298245,0.2280701754385964,0,0,0.4,0.1986504723346831,0.0604588394062077
401752736,2023,7,0.3888888888888889,251,201,23,6,17,29,1,1,1,0,0,0.0,,302,166,136,,,35,0,0,0,15,10,17,0,0,4,31,,,,258,210,48,,,30,3,0,3,16,6,17,2,4,5,35,,,5,0,0,419.2,1.2,0.6,5,0,0,415.2,1.2,1.0,0.1818181818181818,0.0,-2.5,44.5,0.0,44.5,0,0,0,0,0,0,-2.6818181818181817,0.0,183,2.4262295081967213,31.42622950819672,5.655737704918033,151.7377049180328,0.4098360655737705,0,0.180327868852459,0.639344262295082,0.9682539682539684,21.33333333333333,0.1587301587301587,0.4603174603174603,180,2.7666666666666666,34.55,6.05,152.85,0.4666666666666667,0,0.3333333333333333,0.6166666666666667,0.8032786885245902,16.459016393442624,0.1639344262295081,0.4918032786885246,0,0,-0.4,-0.3404371584699452,-0.0568306010928961
401752737,2023,7,0.3888888888888889,245,57,34,17,17,51,1,0,1,0,0,0.0,,417,234,183,,,42,1,0,1,19,9,17,0,0,3,30,,,,319,245,74,,,24,2,2,0,15,1,10,0,1,6,54,,,5,0,0,466.8,0.8,1.0,5,0,0,354.0,1.6,0.4,-7.454545454545454,0.0,-6.9,47.36363636363637,0.0,47.4,0,0,0,0,0,0,0.5545454545454538,0.0363636363636317,201,2.8059701492537314,33.88059701492537,5.537313432835821,142.86567164179104,0.4328358208955223,0,0.2686567164179104,0.6119402985074627,1.703125,21.65625,0.28125,0.375,171,2.175438596491228,30.912280701754387,6.0,172.08771929824562,0.3859649122807017,0,0.2807017543859649,0.5964912280701754,1.3548387096774193,22.693548387096776,0.2741935483870967,0.4516129032258064,0,0,0.6,0.6305315527625033,0.0468709086148206
401752862,2023,7,0.3888888888888889,264,164,38,19,19,57,1,0,1,0,0,0.0,,579,402,177,,,32,1,1,0,26,4,9,1,1,9,83,,,,493,386,107,,,27,1,0,1,25,5,15,3,5,4,31,,,5,0,0,446.4,0.4,0.8,5,0,0,434.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,144,3.8125,45.875,7.041666666666667,192.08333333333331,0.6041666666666666,0,0.0833333333333333,0.7291666666666666,2.4166666666666665,30.45833333333333,0.3958333333333333,0.3125,159,3.867924528301887,46.41509433962264,7.584905660377358,205.56603773584905,0.490566037735849,0,0.1698113207547169,0.7547169811320755,2.8823529411764706,35.490196078431374,0.4313725490196078,0.3137254901960784,0,0,0.2,-0.0554245283018866,0.1136006289308175
401752863,2023,7,0.3888888888888889,127,26,13,38,-25,51,0,0,1,0,0,0.0,,253,166,87,,,25,1,1,0,14,8,15,0,4,2,14,,,,418,180,238,,,43,0,0,0,20,6,13,3,3,8,60,,,5,0,0,347.4,1.4,0.6,5,0,0,344.0,0.8,0.2,-7.5,0.0,2.5,52.86363636363637,0.0,60.4,0,0,0,0,0,0,10.0,7.536363636363632,177,3.0847457627118646,31.6271186440678,5.5423728813559325,160.72881355932202,0.4745762711864407,0,0.3220338983050847,0.559322033898305,2.534482758620689,31.810344827586206,0.4137931034482758,0.2758620689655172,141,2.276595744680851,36.87234042553192,6.97872340425532,179.82978723404256,0.4468085106382978,0,0.1702127659574468,0.6382978723404256,3.697674418604651,46.18604651162791,0.5348837209302325,0.1860465116279069,0,0,0.3999999999999999,0.8081500180310135,0.0277677605481428
401752864,2023,7,0.3888888888888889,135,2509,27,20,7,47,1,0,1,0,0,0.0,,262,232,30,,,18,1,0,1,17,5,15,1,1,3,20,,,,456,203,253,,,40,4,1,3,25,6,15,2,3,9,71,,,5,0,0,356.6,0.8,0.6,5,0,0,401.2,1.6,0.4,-7.5,0.0,-7.5,49.40909090909091,0.0,49.6,0,0,0,0,0,0,0.0,0.1909090909090949,162,2.4444444444444446,32.925925925925924,6.222222222222222,179.92592592592592,0.3888888888888889,0,0.2222222222222222,0.5925925925925926,2.375,25.125,0.3392857142857143,0.3571428571428571,153,2.8823529411764706,40.6078431372549,6.901960784313726,166.86274509803923,0.4901960784313725,0,0.2156862745098039,0.6666666666666666,2.830188679245283,38.62264150943396,0.4716981132075472,0.2075471698113207,0,0,0.1999999999999999,-0.4379084967320259,-0.1013071895424836
401752865,2023,7,0.3888888888888889,356,194,16,34,-18,50,0,0,1,0,0,0.0,,295,248,47,,,27,3,2,1,22,4,14,3,5,4,19,,,,272,166,106,,,37,0,0,0,17,8,15,1,1,7,59,,,6,0,0,397.8333333333333,0.5,0.8333333333333334,5,0,0,451.4,0.8,1.0,14.5,0.0,22.8,50.63636363636363,0.0,49.6,0,0,0,0,0,0,8.3,-1.0363636363636315,204,3.264705882352941,36.39705882352941,5.544117647058823,161.23529411764707,0.5588235294117647,0,0.2647058823529412,0.6029411764705882,2.3125,36.75,0.359375,0.28125,150,3.66,44.74,6.16,191.26,0.56,0,0.18,0.66,0.75,20.28846153846154,0.1346153846153846,0.3846153846153846,0,0,-0.1666666666666666,-0.395294117647059,-0.0011764705882353
401752866,2023,7,0.3888888888888889,213,77,21,22,-1,43,0,0,1,0,0,0.0,,274,137,137,,,31,2,1,1,13,6,11,1,2,6,71,,,,282,163,119,,,42,1,1,0,23,5,12,0,0,2,10,,,5,0,0,389.0,0.6,0.6,5,0,0,381.0,1.6,0.6,-21.40909090909091,0.0,-21.4,47.59090909090909,0.0,47.6,0,0,0,0,0,0,0.0090909090909114,0.0090909090909079,159,3.339622641509434,35.81132075471698,6.283018867924528,151.64150943396226,0.5849056603773585,0,0.2452830188679245,0.6226415094339622,1.8103448275862069,26.55172413793104,0.3103448275862069,0.3275862068965517,147,1.7346938775510203,38.795918367346935,6.959183673469388,201.42857142857144,0.4081632653061224,0,0.2040816326530612,0.7142857142857143,1.568627450980392,31.49019607843137,0.3137254901960784,0.2156862745098039,0,0,0.0,1.6049287639584136,0.176742395071236
401752867,2023,7,0.3888888888888889,120,158,31,34,-3,65,0,0,1,0,0,0.0,,365,249,116,,,31,0,0,0,18,7,15,0,2,8,86,,,,453,260,193,,,30,3,0,3,23,3,7,0,1,6,49,,,5,0,0,349.6,0.6,0.8,5,0,0,449.4,0.6,0.8,6.727272727272728,0.0,6.6,47.36363636363637,0.0,47.4,0,0,0,0,0,0,-0.1272727272727278,0.0363636363636317,192,2.1875,28.140625,5.5,134.109375,0.40625,0,0.296875,0.5,1.4,26.246153846153845,0.2153846153846154,0.2615384615384615,180,3.316666666666667,37.583333333333336,5.883333333333334,159.35,0.5166666666666667,0,0.2,0.65,1.728813559322034,21.389830508474574,0.288135593220339,0.4067796610169492,0,0,0.0,-1.1291666666666669,-0.1104166666666667
401752868,2023,7,0.3888888888888889,30,130,31,13,18,44,1,0,1,0,0,0.0,,489,265,224,,,36,2,1,1,24,6,12,1,1,3,31,,,,316,207,109,,,31,2,0,2,17,2,9,0,2,4,37,,,5,0,0,565.0,1.0,0.8,5,0,0,438.4,0.6,0.8,-2.590909090909091,0.0,-2.6,56.45454545454545,0.0,56.5,0,0,0,0,0,0,-0.0090909090909092,0.0454545454545467,159,4.339622641509434,54.528301886792455,6.415094339622642,175.0188679245283,0.6981132075471698,0,0.1509433962264151,0.7924528301886793,2.333333333333333,34.824561403508774,0.3859649122807017,0.2807017543859649,177,2.9322033898305087,37.13559322033898,5.559322033898305,145.67796610169492,0.4745762711864407,0,0.2542372881355932,0.6271186440677966,1.45,25.216666666666665,0.25,0.45,0,0,0.0,1.4074192516789257,0.223536936360729
401752869,2023,7,0.3888888888888889,275,2294,0,37,-37,37,0,0,1,0,0,0.0,,209,82,127,,,36,3,1,2,12,5,13,0,2,3,35,,,,319,109,210,,,36,1,0,1,18,5,12,1,1,2,10,,,5,0,0,309.2,1.4,0.4,5,0,0,327.4,0.8,0.6,2.9545454545454546,0.0,3.5,36.72727272727273,0.0,36.9,0,0,0,0,0,0,0.5454545454545454,0.1727272727272719,165,1.8,28.10909090909091,5.872727272727273,184.2,0.2727272727272727,0,0.2909090909090909,0.5272727272727272,1.8214285714285716,28.0,0.3035714285714285,0.3392857142857143,153,2.764705882352941,33.21568627450981,6.666666666666667,189.09803921568627,0.4705882352941176,0,0.2549019607843137,0.6078431372549019,1.6545454545454543,23.472727272727276,0.2909090909090909,0.3818181818181818,0,0,-0.1999999999999999,-0.9647058823529412,-0.1978609625668449
401752870,2023,7,0.3888888888888889,2483,84,20,30,-10,50,0,0,1,0,0,0.0,,267,186,81,,,30,2,0,2,14,3,14,3,4,7,64,,,,326,215,111,,,37,1,0,1,23,5,14,0,1,8,45,,,5,0,0,503.8,0.2,1.0,5,0,0,538.2,0.4,1.0,-7.045454545454546,0.0,-7.0,53.40909090909091,0.0,53.3,0,0,0,0,0,0,0.0454545454545458,-0.1090909090909093,162,4.203703703703703,45.66666666666666,6.388888888888889,174.59259259259258,0.6481481481481481,0,0.037037037037037,0.7962962962962963,1.3636363636363635,20.454545454545453,0.2363636363636363,0.4727272727272727,180,3.8,44.78333333333333,6.05,174.25,0.6,0,0.15,0.7666666666666667,1.0,18.516666666666666,0.2,0.4333333333333333,0,0,0.0,0.4037037037037034,0.0481481481481481
401754558,2023,7,0.3888888888888889,103,228,10,41,-31,51,0,0,1,0,0,0.0,,221,136,85,,,32,2,1,1,15,3,12,1,4,3,40,,,,504,278,226,,,43,3,1,2,28,6,12,3,4,3,28,,,5,0,0,398.4,1.8,0.2,5,0,0,389.8,1.6,0.4,14.181818181818182,0.0,14.1,54.54545454545455,0.0,54.4,0,0,0,0,0,0,-0.081818181818182,-0.1454545454545481,183,2.5901639344262297,32.47540983606557,5.508196721311475,134.63934426229508,0.4262295081967213,0,0.2786885245901639,0.5409836065573771,2.5737704918032787,31.704918032786885,0.4426229508196721,0.2950819672131147,165,2.363636363636364,35.18181818181818,6.054545454545455,151.3090909090909,0.3636363636363636,0,0.2181818181818181,0.6545454545454545,1.7543859649122806,30.17543859649123,0.3157894736842105,0.2982456140350877,0,0,-0.2,0.2265275707898659,0.0625931445603576
401754559,2023,7,0.3888888888888889,52,221,31,34,-3,65,0,0,1,0,0,0.0,,415,245,170,,,40,1,1,0,21,6,12,0,0,8,72,,,,476,321,155,,,42,2,0,2,23,5,14,3,3,5,55,,,5,0,0,560.8,1.8,0.6,5,0,0,423.0,1.6,0.6,-10.045454545454543,0.0,-4.7,57.40909090909091,0.0,64.1,0,0,0,0,0,0,5.345454545454545,6.690909090909088,174,4.051724137931035,49.172413793103445,6.517241379310345,159.8793103448276,0.6206896551724138,0,0.0689655172413793,0.7758620689655172,1.7666666666666666,24.98333333333333,0.2833333333333333,0.3833333333333333,195,2.9846153846153847,33.07692307692308,5.307692307692308,124.93846153846154,0.4615384615384615,0,0.3230769230769231,0.5846153846153846,1.7746478873239435,20.04225352112676,0.2816901408450704,0.4225352112676056,0,0,0.0,1.06710875331565,0.1591511936339522
401754560,2023,7,0.3888888888888889,59,259,35,20,15,55,1,0,1,0,0,0.0,,481,213,268,,,42,0,0,0,28,7,12,1,1,6,70,,,,367,181,186,,,34,1,0,1,20,0,8,3,4,10,82,,,5,0,0,476.0,1.4,1.0,6,0,0,357.8333333333333,1.1666666666666667,0.3333333333333333,-14.227272727272728,0.0,-14.1,55.0,0.0,55.4,0,0,0,0,0,0,0.1272727272727269,0.3999999999999986,144,2.5416666666666665,38.0,5.854166666666667,148.95833333333334,0.4791666666666667,0,0.2708333333333333,0.6666666666666666,2.260869565217391,31.5,0.3695652173913043,0.3043478260869565,207,2.188405797101449,30.956521739130437,6.086956521739131,158.71014492753622,0.4057971014492754,0,0.2463768115942029,0.6086956521739131,2.523076923076923,32.63076923076923,0.4461538461538462,0.3076923076923077,0,0,0.6666666666666667,0.3532608695652173,0.0733695652173913
401754561,2023,7,0.3888888888888889,2567,24,34,10,24,44,1,0,1,0,0,0.0,,369,247,122,,,24,0,0,0,17,3,11,2,2,7,53,,,,353,278,75,,,33,2,1,1,23,5,16,2,3,10,95,,,5,0,0,412.0,1.8,0.6,5,0,0,329.6,1.2,0.4,-19.59090909090909,0.0,-22.1,55.27272727272727,0.0,49.6,0,0,0,0,0,0,-2.5090909090909115,-5.672727272727272,189,2.7142857142857144,33.04761904761905,5.285714285714286,127.25396825396824,0.3968253968253968,0,0.2857142857142857,0.5714285714285714,2.353846153846154,33.76923076923077,0.3692307692307692,0.1846153846153846,168,1.7321428571428572,29.428571428571427,5.875,156.80357142857142,0.3214285714285714,0,0.4107142857142857,0.4821428571428571,2.8813559322033897,38.559322033898304,0.5254237288135594,0.1694915254237288,0,0,0.1999999999999999,0.9821428571428572,0.0753968253968253
401756916,2023,7,0.3888888888888889,12,252,27,33,-6,60,0,0,1,0,0,0.0,,383,219,164,,,34,1,0,1,23,4,17,4,6,4,28,,,,430,172,258,,,51,2,0,2,24,8,16,2,3,5,42,,,5,0,0,430.0,1.4,0.8,5,0,0,451.8,0.8,1.0,0.0,0.0,2.5,0.0,0.0,47.1,0,0,0,0,0,0,0.0,0.0,189,2.8253968253968256,32.333333333333336,5.777777777777778,149.0952380952381,0.3333333333333333,0,0.2698412698412698,0.5396825396825397,1.2459016393442623,20.131147540983605,0.2131147540983606,0.3442622950819672,162,3.388888888888889,41.129629629629626,6.25925925925926,184.3148148148148,0.5740740740740741,0,0.1296296296296296,0.6851851851851852,1.271186440677966,20.271186440677965,0.2372881355932203,0.3898305084745763,0,0,-0.1999999999999999,-0.5634920634920633,-0.2407407407407407
401756917,2023,7,0.3888888888888889,2132,2116,20,11,9,31,1,0,1,0,0,0.0,,306,191,115,,,27,0,0,0,14,2,9,0,0,7,80,,,,413,222,191,,,41,1,1,0,26,7,18,3,6,10,75,,,5,0,0,478.4,0.8,0.8,5,0,0,425.0,1.0,0.6,-11.045454545454543,0.0,-20.3,55.18181818181818,0.0,52.9,0,0,0,0,0,0,-9.254545454545456,-2.2818181818181813,162,3.6296296296296298,42.48148148148148,5.62962962962963,136.74074074074073,0.5925925925925926,0,0.2592592592592592,0.6481481481481481,1.8363636363636364,35.27272727272727,0.3272727272727272,0.3090909090909091,165,2.709090909090909,38.10909090909091,6.163636363636364,159.70909090909092,0.4727272727272727,0,0.2545454545454545,0.6727272727272727,1.7719298245614037,26.859649122807017,0.2982456140350877,0.2982456140350877,0,0,0.2,0.9205387205387208,0.1198653198653198
401756918,2023,7,0.3888888888888889,38,66,24,17,7,41,1,0,1,0,0,0.0,,395,255,140,,,39,0,0,0,16,7,15,0,1,6,43,,,,441,205,236,,,37,1,0,1,22,2,12,0,1,7,59,,,6,0,0,355.6666666666667,1.3333333333333333,0.3333333333333333,6,0,0,400.1666666666667,0.8333333333333334,0.8333333333333334,2.772727272727273,0.0,3.0,51.95454545454545,0.0,51.9,0,0,0,0,0,0,0.227272727272727,-0.0545454545454546,192,2.375,34.296875,5.765625,157.5,0.359375,0,0.265625,0.578125,2.4393939393939394,36.92424242424242,0.4242424242424242,0.1969696969696969,201,2.8955223880597014,38.223880597014926,6.373134328358209,169.49253731343285,0.4626865671641791,0,0.2537313432835821,0.6716417910447762,1.8412698412698407,30.396825396825395,0.3015873015873015,0.3492063492063492,0,0,-0.5,-0.5205223880597014,-0.1033115671641791
401756919,2023,7,0.3888888888888889,2306,2628,41,28,13,69,1,0,1,0,0,0.0,,343,198,145,,,45,0,0,0,20,7,16,2,2,5,40,,,,448,376,72,,,22,3,1,2,19,6,13,1,4,8,59,,,6,0,0,370.5,1.1666666666666667,0.3333333333333333,5,0,0,437.2,1.2,0.8,2.05,0.0,2.0,55.36363636363637,0.0,55.2,0,0,0,0,0,0,-0.0499999999999998,-0.163636363636364,204,2.5588235294117645,32.911764705882355,5.705882352941177,146.6764705882353,0.4264705882352941,0,0.2205882352941176,0.5735294117647058,2.164383561643836,30.876712328767123,0.3561643835616438,0.3287671232876712,165,3.145454545454545,38.09090909090909,6.181818181818182,150.43636363636364,0.4727272727272727,0,0.2363636363636363,0.6727272727272727,2.482142857142857,33.67857142857143,0.3571428571428571,0.2678571428571428,0,0,-0.4666666666666667,-0.586631016042781,-0.0462566844919786
401756920,2023,7,0.3888888888888889,197,248,17,39,-22,56,0,0,1,0,0,0.0,,225,180,45,,,31,1,0,1,10,5,14,1,2,11,89,,,,485,319,166,,,45,0,0,0,26,5,15,2,3,8,69,,,5,0,0,315.8,0.8,0.2,5,0,0,357.0,0.8,0.8,14.909090909090908,0.0,11.4,48.40909090909091,0.0,53.7,0,0,0,0,0,0,-3.509090909090908,5.290909090909096,198,1.4696969696969695,23.40909090909091,5.515151515151516,128.1060606060606,0.2727272727272727,0,0.3787878787878788,0.4242424242424242,2.876923076923077,36.36923076923077,0.4461538461538462,0.2307692307692307,201,2.0597014925373136,26.044776119402982,5.328358208955224,130.955223880597,0.3582089552238806,0,0.3432835820895522,0.4626865671641791,1.6417910447761197,23.71641791044776,0.2686567164179104,0.3582089552238806,0,0,-0.6000000000000001,-0.5900045228403439,-0.0854816824966078
401756921,2023,7,0.3888888888888889,2641,2305,42,17,25,59,1,0,1,0,0,1.0,,505,133,372,,,40,1,0,1,22,6,14,0,0,7,77,,,,319,272,47,,,38,1,1,0,23,6,17,1,2,6,45,,,5,0,0,568.8,1.2,1.0,6,0,0,434.8333333333333,0.6666666666666666,0.6666666666666666,-14.090909090909092,0.0,-14.1,59.27272727272727,0.0,59.2,0,0,0,0,0,0,-0.0090909090909079,-0.0727272727272705,201,3.656716417910448,40.61194029850746,5.940298507462686,138.7910447761194,0.582089552238806,0,0.1940298507462686,0.6716417910447762,0.9855072463768116,19.39130434782609,0.144927536231884,0.4347826086956521,204,2.867647058823529,36.98529411764706,5.588235294117647,153.52941176470588,0.5,0,0.2352941176470588,0.6176470588235294,1.8857142857142857,31.442857142857143,0.3285714285714285,0.3428571428571428,0,0,0.3333333333333333,0.7890693590869184,0.0820895522388059
401756922,2023,7,0.3888888888888889,254,9,42,10,32,52,1,0,1,0,0,0.0,,412,136,276,,,42,0,0,0,23,4,8,2,2,4,45,,,,273,124,149,,,40,0,0,0,23,7,18,4,5,7,57,,,5,0,0,469.2,1.2,0.8,5,0,0,424.4,0.8,0.8,0.0,0.0,-9.7,0.0,0.0,44.2,0,0,0,0,0,0,0.0,0.0,165,3.618181818181818,43.43636363636364,7.309090909090909,181.52727272727276,0.5272727272727272,0,0.2,0.7090909090909091,1.4464285714285714,25.982142857142858,0.2678571428571428,0.3214285714285714,180,2.5166666666666666,34.11666666666667,6.316666666666666,168.3,0.45,0,0.2,0.6333333333333333,1.9310344827586208,27.53448275862069,0.3275862068965517,0.4137931034482758,0,0,0.0,1.1015151515151516,0.0772727272727272
401752738,2023,8,0.4444444444444444,333,2633,37,20,17,57,1,0,1,0,0,0.0,,373,253,120,,,32,1,1,0,23,5,11,1,1,7,59,,,,410,268,142,,,33,1,0,1,27,5,13,4,5,10,66,,,6,0,0,431.0,0.3333333333333333,0.8333333333333334,6,0,0,527.8333333333334,1.5,0.8333333333333334,-8.277777777777779,0.0,-9.4,59.16666666666666,0.0,59.6,0,0,0,0,0,0,-1.1222222222222218,0.4333333333333371,180,3.683333333333333,43.43333333333333,7.133333333333334,204.06666666666663,0.5833333333333334,0,0.15,0.7666666666666667,1.6031746031746033,27.50793650793651,0.2539682539682539,0.3174603174603174,231,3.467532467532468,40.75324675324676,5.974025974025974,124.75324675324676,0.5584415584415584,0,0.1558441558441558,0.7012987012987013,2.548780487804878,29.29268292682927,0.4146341463414634,0.3048780487804878,0,0,0.0,0.2158008658008654,0.0248917748917749
401752739,2023,8,0.4444444444444444,8,245,42,45,-3,87,0,0,1,0,0,0.0,,527,259,268,,,32,0,0,0,25,4,10,1,2,9,71,,,,497,280,217,,,35,0,0,0,29,5,11,3,3,7,67,,,6,0,0,511.5,1.8333333333333333,0.3333333333333333,6,0,0,458.5,0.8333333333333334,1.0,7.5,0.0,7.5,58.44444444444444,0.0,57.7,0,0,0,0,0,0,0.0,-0.74444444444444,207,3.246376811594203,44.231884057971016,6.043478260869565,155.79710144927537,0.4927536231884058,0,0.2753623188405797,0.7246376811594203,2.681159420289855,37.27536231884058,0.4202898550724637,0.2318840579710145,240,2.8125,33.3125,5.5375,144.925,0.4375,0,0.2875,0.5875,1.6363636363636365,21.285714285714285,0.2727272727272727,0.3636363636363636,0,0,-0.6666666666666667,0.4338768115942031,0.0552536231884058
401752740,2023,8,0.4444444444444444,2,142,17,23,-6,40,0,0,1,0,0,0.0,,357,207,150,,,41,1,0,1,19,6,16,0,1,4,40,,,,343,252,91,,,44,2,0,2,26,8,17,0,0,4,50,,,6,0,0,331.3333333333333,0.3333333333333333,0.5,6,0,0,510.5,1.0,0.8333333333333334,1.4444444444444444,0.0,1.1,43.5,0.0,43.5,0,0,0,0,0,0,-0.3444444444444443,0.0,195,2.261538461538461,29.56923076923077,6.1692307692307695,168.13846153846154,0.3692307692307692,0,0.3076923076923077,0.4769230769230769,1.75,27.294117647058822,0.3088235294117647,0.3676470588235294,210,3.585714285714286,43.75714285714286,6.6571428571428575,176.64285714285714,0.5857142857142857,0,0.2142857142857142,0.6714285714285714,1.5671641791044777,19.776119402985078,0.2835820895522388,0.4328358208955223,0,0,-0.3333333333333333,-1.3241758241758244,-0.2164835164835165
401752741,2023,8,0.4444444444444444,57,344,23,21,2,44,1,0,1,0,0,0.0,,452,280,172,,,34,2,0,2,24,4,12,0,0,7,60,,,,468,324,144,,,44,2,1,1,22,8,15,1,2,7,60,,,6,0,0,348.1666666666667,1.6666666666666667,0.3333333333333333,6,0,0,395.5,1.0,0.6666666666666666,-9.61111111111111,0.0,-9.6,50.888888888888886,0.0,50.9,0,0,0,0,0,0,0.011111111111111,0.0111111111111128,210,2.0142857142857142,28.785714285714285,5.814285714285714,162.6,0.3571428571428571,0,0.2857142857142857,0.5428571428571428,1.6133333333333333,24.026666666666667,0.3066666666666666,0.44,219,3.0136986301369864,29.726027397260275,5.575342465753424,140.84931506849315,0.4794520547945205,0,0.3013698630136986,0.5753424657534246,1.5,27.86111111111111,0.2638888888888889,0.3472222222222222,0,0,-0.3333333333333333,-0.999412915851272,-0.1223091976516633
401752742,2023,8,0.4444444444444444,61,145,43,35,8,78,1,0,1,0,0,0.0,,510,289,221,,,49,0,0,0,34,6,11,1,1,3,37,,,,351,263,88,,,24,0,0,0,21,5,9,1,2,4,40,,,6,0,0,414.8333333333333,1.1666666666666667,0.8333333333333334,6,0,0,515.3333333333334,1.3333333333333333,1.0,-6.944444444444445,0.0,-7.2,56.888888888888886,0.0,56.5,0,0,0,0,0,0,-0.2555555555555555,-0.3888888888888857,207,2.8840579710144927,37.11594202898551,6.376811594202898,168.8985507246377,0.4492753623188406,0,0.2608695652173913,0.6231884057971014,1.588235294117647,27.5,0.2647058823529412,0.3382352941176471,210,3.3,44.5,6.571428571428571,146.07142857142858,0.5571428571428572,0,0.2,0.7,1.8028169014084507,29.943661971830984,0.2816901408450704,0.3380281690140845,0,0,-0.1666666666666666,-0.4159420289855071,-0.1078674948240165
401752743,2023,8,0.4444444444444444,96,251,13,16,-3,29,0,0,1,0,0,0.0,,395,258,137,,,46,1,0,1,26,7,18,1,3,3,25,,,,179,132,47,,,28,0,0,0,8,5,16,0,0,7,50,,,5,0,0,331.6,1.6,0.4,6,0,0,399.6666666666667,1.0,0.6666666666666666,12.555555555555555,0.0,12.4,43.66666666666666,0.0,43.6,0,0,0,0,0,0,-0.155555555555555,-0.0666666666666628,183,2.2295081967213117,28.442622950819672,5.508196721311475,145.85245901639345,0.4098360655737705,0,0.2786885245901639,0.4918032786885246,2.263157894736842,35.19298245614035,0.3684210526315789,0.2456140350877192,213,2.3943661971830985,30.97183098591549,5.802816901408451,156.53521126760563,0.4084507042253521,0,0.1971830985915492,0.6197183098591549,1.0136986301369864,21.534246575342465,0.1780821917808219,0.410958904109589,0,0,-0.2666666666666666,-0.1648580004617872,0.0013853613484183
401752744,2023,8,0.4444444444444444,2579,201,7,26,-19,33,0,0,1,0,0,0.0,,224,170,54,,,34,2,0,2,15,3,15,4,7,4,35,,,,319,148,171,,,40,0,0,0,20,8,16,0,0,10,98,,,6,0,0,310.0,1.0,0.5,6,0,0,389.0,1.5,0.8333333333333334,4.5,0.0,5.8,42.77777777777778,0.0,42.4,0,0,0,0,0,0,1.2999999999999998,-0.37777777777778,183,1.6557377049180328,29.672131147540984,6.032786885245901,158.85245901639345,0.2786885245901639,0,0.2295081967213114,0.5245901639344263,2.235294117647059,30.735294117647054,0.4264705882352941,0.2352941176470588,210,2.557142857142857,32.871428571428574,6.2,155.67142857142858,0.4428571428571428,0,0.3,0.6,1.0,18.112676056338028,0.1971830985915492,0.4647887323943662,0,0,-0.3333333333333333,-0.901405152224824,-0.1641686182669789
